"customer_id","current_age","gender","numeric_yearly_income","numeric_total_debt","credit_score","dti_ratio","generational_segment","credit_score_bucket"
1554,49,Male,51802.00,91118.00,696,2110.76,Gen X,Medium Risk (600-740)
1079,65,Female,103294.00,39076.00,831,453.96,Boomers+,Low Risk (>740)
681,19,Female,43634.00,52593.00,654,1446.39,Gen Z,Medium Risk (600-740)
240,50,Male,34868.00,51984.00,745,1789.06,Gen X,Low Risk (>740)
751,61,Female,49677.00,108399.00,593,2618.49,Boomers+,High Risk (<600)
773,67,Male,11029.00,3225.00,786,350.89,Boomers+,Low Risk (>740)
1294,39,Female,59114.00,132715.00,730,2694.08,Millennials,Medium Risk (600-740)
1567,43,Female,40576.00,54011.00,747,1597.33,Millennials,Low Risk (>740)
132,77,Female,31555.00,12777.00,696,485.89,Boomers+,Medium Risk (600-740)
512,48,Male,72844.00,207423.00,718,3417.00,Gen X,Medium Risk (600-740)
501,24,Male,35212.00,56286.00,765,1918.19,Gen Z,Low Risk (>740)
178,47,Female,49045.00,0.00,727,0.00,Gen X,Medium Risk (600-740)
1077,57,Female,12044.00,10323.00,576,1028.53,Gen X,High Risk (<600)
914,38,Male,46160.00,87459.00,763,2273.63,Millennials,Low Risk (>740)
1840,46,Female,44249.00,103229.00,706,2799.49,Gen X,Medium Risk (600-740)
550,76,Male,30248.00,35766.00,763,1418.91,Boomers+,Low Risk (>740)
1869,28,Male,34487.00,52077.00,702,1812.06,Gen Z,Medium Risk (600-740)
977,83,Female,22873.00,0.00,710,0.00,Boomers+,Medium Risk (600-740)
933,50,Male,43290.00,90238.00,690,2501.40,Gen X,Medium Risk (600-740)
938,28,Female,50934.00,54406.00,720,1281.80,Gen Z,Medium Risk (600-740)
622,23,Male,87437.00,0.00,738,0.00,Gen Z,Medium Risk (600-740)
796,25,Female,43178.00,74257.00,746,2063.75,Gen Z,Low Risk (>740)
621,51,Male,27372.00,54474.00,612,2388.16,Gen X,Medium Risk (600-740)
1038,33,Female,36755.00,96292.00,810,3143.80,Millennials,Low Risk (>740)
1687,70,Female,40189.00,24169.00,621,721.66,Boomers+,Medium Risk (600-740)
1890,29,Male,32024.00,69171.00,754,2591.97,Gen Z,Low Risk (>740)
544,34,Female,59999.00,128311.00,676,2566.26,Millennials,Medium Risk (600-740)
810,77,Female,22540.00,16946.00,705,902.18,Boomers+,Medium Risk (600-740)
58,38,Female,52512.00,95640.00,706,2185.56,Millennials,Medium Risk (600-740)
1986,44,Female,48430.00,62384.00,716,1545.75,Millennials,Medium Risk (600-740)
1084,36,Male,64262.00,75415.00,775,1408.27,Millennials,Low Risk (>740)
1349,48,Female,28267.00,35727.00,799,1516.69,Gen X,Low Risk (>740)
1825,70,Female,45754.00,9066.00,718,237.78,Boomers+,Medium Risk (600-740)
98,80,Female,16646.00,1639.00,590,118.15,Boomers+,High Risk (<600)
615,35,Female,44766.00,68989.00,713,1849.32,Millennials,Medium Risk (600-740)
1488,34,Female,41091.00,86837.00,695,2535.94,Millennials,Medium Risk (600-740)
211,43,Male,28983.00,36482.00,755,1510.49,Millennials,Low Risk (>740)
1443,47,Male,35016.00,54455.00,732,1866.18,Gen X,Medium Risk (600-740)
801,82,Female,23175.00,1626.00,723,84.19,Boomers+,Medium Risk (600-740)
655,49,Female,30340.00,64661.00,552,2557.46,Gen X,High Risk (<600)
669,38,Female,41141.00,71060.00,683,2072.68,Millennials,Medium Risk (600-740)
1726,67,Female,23533.00,23132.00,687,1179.55,Boomers+,Medium Risk (600-740)
444,24,Female,26382.00,13161.00,748,598.64,Gen Z,Low Risk (>740)
418,29,Male,51891.00,83166.00,693,1923.25,Gen Z,Medium Risk (600-740)
242,41,Male,43560.00,58544.00,850,1612.78,Millennials,Low Risk (>740)
168,51,Female,31713.00,42895.00,646,1623.12,Gen X,Medium Risk (600-740)
960,29,Male,53376.00,60953.00,750,1370.35,Gen Z,Low Risk (>740)
1911,58,Female,33793.00,108196.00,768,3842.07,Gen X,Low Risk (>740)
259,71,Female,38009.00,20529.00,689,648.13,Boomers+,Medium Risk (600-740)
300,40,Male,75711.00,121251.00,750,1921.80,Millennials,Low Risk (>740)
1967,55,Male,61793.00,686.00,767,13.32,Gen X,Low Risk (>740)
434,31,Female,53395.00,73370.00,785,1648.92,Millennials,Low Risk (>740)
1076,61,Female,37342.00,48611.00,779,1562.13,Boomers+,Low Risk (>740)
723,59,Female,35397.00,55112.00,828,1868.36,Gen X,Low Risk (>740)
1398,52,Male,70862.00,16595.00,745,281.03,Gen X,Low Risk (>740)
1464,63,Female,49569.00,58019.00,682,1404.56,Boomers+,Medium Risk (600-740)
1505,29,Male,37677.00,66737.00,685,2125.55,Gen Z,Medium Risk (600-740)
1130,50,Female,44355.00,44779.00,680,1211.47,Gen X,Medium Risk (600-740)
62,78,Female,22290.00,9235.00,716,497.17,Boomers+,Medium Risk (600-740)
1623,32,Female,35227.00,25277.00,746,861.06,Millennials,Low Risk (>740)
1416,73,Female,48750.00,18724.00,709,460.90,Boomers+,Medium Risk (600-740)
1998,65,Male,645.00,790.00,688,1469.77,Boomers+,Medium Risk (600-740)
1299,40,Female,37299.00,31923.00,723,1027.04,Millennials,Medium Risk (600-740)
303,94,Male,60080.00,1807.00,690,36.09,Boomers+,Medium Risk (600-740)
1138,51,Female,41886.00,107734.00,768,3086.49,Gen X,Low Risk (>740)
1750,47,Female,70711.00,100226.00,741,1700.88,Gen X,Low Risk (>740)
1117,49,Female,27691.00,24480.00,687,1060.85,Gen X,Medium Risk (600-740)
1322,35,Female,45508.00,93806.00,636,2473.57,Millennials,Medium Risk (600-740)
878,45,Male,40093.00,81752.00,615,2446.87,Millennials,Medium Risk (600-740)
609,59,Male,37536.00,63386.00,717,2026.41,Gen X,Medium Risk (600-740)
761,18,Female,56222.00,63846.00,726,1362.73,Gen Z,Medium Risk (600-740)
1313,35,Male,30172.00,39959.00,653,1589.25,Millennials,Medium Risk (600-740)
1558,47,Female,51330.00,106161.00,597,2481.85,Gen X,High Risk (<600)
399,37,Female,64252.00,92973.00,802,1736.41,Millennials,Low Risk (>740)
325,45,Male,39942.00,52441.00,709,1575.51,Millennials,Medium Risk (600-740)
689,65,Female,39077.00,14019.00,709,430.50,Boomers+,Medium Risk (600-740)
1763,49,Male,38039.00,27179.00,717,857.40,Gen X,Medium Risk (600-740)
717,23,Female,53675.00,82373.00,659,1841.59,Gen Z,Medium Risk (600-740)
884,75,Male,42812.00,22171.00,631,621.44,Boomers+,Medium Risk (600-740)
1701,56,Male,23231.00,48624.00,726,2511.68,Gen X,Medium Risk (600-740)
117,20,Male,30229.00,43239.00,595,1716.46,Gen Z,High Risk (<600)
126,63,Male,26600.00,0.00,799,0.00,Boomers+,Low Risk (>740)
1051,32,Female,49800.00,137460.00,694,3312.29,Millennials,Medium Risk (600-740)
462,63,Female,50696.00,32793.00,767,776.23,Boomers+,Low Risk (>740)
1454,30,Male,35813.00,43474.00,748,1456.70,Millennials,Low Risk (>740)
467,38,Male,44831.00,20906.00,705,559.59,Millennials,Medium Risk (600-740)
1802,39,Female,59313.00,102360.00,802,2070.91,Millennials,Low Risk (>740)
1563,49,Female,22583.00,62461.00,683,3319.01,Gen X,Medium Risk (600-740)
1235,18,Male,62316.00,146487.00,813,2820.85,Gen Z,Low Risk (>740)
587,20,Male,25350.00,70475.00,643,3336.09,Gen Z,Medium Risk (600-740)
709,26,Female,42931.00,48783.00,742,1363.57,Gen Z,Low Risk (>740)
1036,19,Male,50602.00,66762.00,722,1583.23,Gen Z,Medium Risk (600-740)
372,32,Male,24668.00,22338.00,756,1086.65,Millennials,Low Risk (>740)
929,63,Female,56102.00,59198.00,850,1266.22,Boomers+,Low Risk (>740)
253,61,Male,44257.00,110587.00,664,2998.50,Boomers+,Medium Risk (600-740)
1549,68,Male,63355.00,140526.00,747,2661.69,Boomers+,Low Risk (>740)
529,55,Male,45767.00,41791.00,721,1095.75,Gen X,Medium Risk (600-740)
1306,46,Female,33137.00,40559.00,706,1468.78,Gen X,Medium Risk (600-740)
1798,79,Male,37898.00,32994.00,517,1044.72,Boomers+,High Risk (<600)
389,27,Male,53082.00,106945.00,689,2417.66,Gen Z,Medium Risk (600-740)
1829,25,Male,44204.00,59310.00,710,1610.08,Gen Z,Medium Risk (600-740)
1392,24,Male,53061.00,84073.00,743,1901.35,Gen Z,Low Risk (>740)
1949,28,Female,44444.00,130382.00,706,3520.35,Gen Z,Medium Risk (600-740)
1881,67,Male,56542.00,9097.00,733,193.07,Boomers+,Medium Risk (600-740)
1706,24,Female,26839.00,70077.00,805,3133.22,Gen Z,Low Risk (>740)
848,51,Male,68362.00,96182.00,711,1688.34,Gen X,Medium Risk (600-740)
1044,30,Male,45649.00,150985.00,693,3969.02,Millennials,Medium Risk (600-740)
1112,34,Female,29897.00,27736.00,760,1113.26,Millennials,Low Risk (>740)
802,35,Female,59872.00,95927.00,752,1922.64,Millennials,Low Risk (>740)
859,51,Male,32531.00,78193.00,631,2884.37,Gen X,Medium Risk (600-740)
441,41,Female,46108.00,64994.00,635,1691.52,Millennials,Medium Risk (600-740)
879,54,Male,22714.00,27227.00,702,1438.43,Gen X,Medium Risk (600-740)
1437,77,Female,44807.00,13730.00,751,367.71,Boomers+,Low Risk (>740)
1413,39,Female,31170.00,33165.00,685,1276.80,Millennials,Medium Risk (600-740)
1710,33,Female,40029.00,0.00,787,0.00,Millennials,Low Risk (>740)
1037,38,Male,50957.00,73187.00,653,1723.50,Millennials,Medium Risk (600-740)
966,26,Female,23987.00,39071.00,630,1954.61,Gen Z,Medium Risk (600-740)
107,50,Male,26758.00,41064.00,734,1841.57,Gen X,Medium Risk (600-740)
1247,69,Female,44152.00,90526.00,700,2460.39,Boomers+,Medium Risk (600-740)
700,21,Female,186534.00,233746.00,590,1503.72,Gen Z,High Risk (<600)
1363,18,Male,49185.00,92484.00,690,2256.40,Gen Z,Medium Risk (600-740)
10,30,Male,58865.00,94134.00,727,1918.98,Millennials,Medium Risk (600-740)
1725,49,Female,42652.00,133935.00,729,3768.22,Gen X,Medium Risk (600-740)
1145,43,Female,75080.00,35268.00,747,563.69,Millennials,Low Risk (>740)
864,56,Female,39146.00,72957.00,766,2236.46,Gen X,Low Risk (>740)
1357,75,Female,11410.00,0.00,812,0.00,Boomers+,Low Risk (>740)
1344,61,Male,46843.00,66529.00,736,1704.31,Boomers+,Medium Risk (600-740)
1252,23,Female,52815.00,77064.00,658,1750.96,Gen Z,Medium Risk (600-740)
935,18,Female,32014.00,61420.00,728,2302.24,Gen Z,Medium Risk (600-740)
1748,44,Female,54659.00,73363.00,628,1610.63,Millennials,Medium Risk (600-740)
1123,44,Male,27896.00,42046.00,710,1808.69,Millennials,Medium Risk (600-740)
546,51,Male,51196.00,26617.00,681,623.88,Gen X,Medium Risk (600-740)
430,52,Female,53350.00,128676.00,685,2894.31,Gen X,Medium Risk (600-740)
61,44,Female,93406.00,151935.00,801,1951.93,Millennials,Low Risk (>740)
1621,66,Male,74059.00,144396.00,744,2339.69,Boomers+,Low Risk (>740)
413,21,Male,51028.00,105239.00,660,2474.85,Gen Z,Medium Risk (600-740)
269,21,Female,38739.00,0.00,689,0.00,Gen Z,Medium Risk (600-740)
37,41,Female,34690.00,48954.00,683,1693.42,Millennials,Medium Risk (600-740)
1793,37,Male,29297.00,36303.00,825,1486.96,Millennials,Low Risk (>740)
1846,82,Male,33356.00,938.00,566,33.75,Boomers+,High Risk (<600)
116,31,Male,67230.00,45269.00,685,808.01,Millennials,Medium Risk (600-740)
752,65,Female,64829.00,15537.00,664,287.59,Boomers+,Medium Risk (600-740)
1185,29,Female,67473.00,140270.00,780,2494.69,Gen Z,Low Risk (>740)
683,61,Male,51039.00,0.00,704,0.00,Boomers+,Medium Risk (600-740)
903,25,Male,59599.00,79126.00,717,1593.17,Gen Z,Medium Risk (600-740)
559,56,Male,35468.00,53185.00,490,1799.42,Gen X,High Risk (<600)
1338,33,Male,47023.00,0.00,765,0.00,Millennials,Low Risk (>740)
75,80,Female,22326.00,1620.00,564,87.07,Boomers+,High Risk (<600)
861,22,Female,41080.00,106545.00,793,3112.32,Gen Z,Low Risk (>740)
100,56,Male,48944.00,79960.00,813,1960.44,Gen X,Low Risk (>740)
1140,44,Male,55351.00,152645.00,703,3309.32,Millennials,Medium Risk (600-740)
531,18,Male,29497.00,66044.00,722,2686.81,Gen Z,Medium Risk (600-740)
279,25,Female,69572.00,137845.00,753,2377.59,Gen Z,Low Risk (>740)
362,37,Male,48710.00,59824.00,792,1473.80,Millennials,Low Risk (>740)
1458,32,Male,35755.00,61748.00,708,2072.37,Millennials,Medium Risk (600-740)
976,67,Female,62669.00,70317.00,760,1346.45,Boomers+,Low Risk (>740)
71,39,Male,32801.00,44496.00,701,1627.85,Millennials,Medium Risk (600-740)
375,50,Female,37617.00,57746.00,695,1842.12,Gen X,Medium Risk (600-740)
403,33,Male,36496.00,119670.00,759,3934.79,Millennials,Low Risk (>740)
983,77,Male,47993.00,3080.00,827,77.01,Boomers+,Low Risk (>740)
435,71,Female,23350.00,19515.00,679,1002.91,Boomers+,Medium Risk (600-740)
542,52,Female,29496.00,49681.00,704,2021.20,Gen X,Medium Risk (600-740)
1090,59,Female,42825.00,105122.00,850,2945.63,Gen X,Low Risk (>740)
60,47,Female,34057.00,59247.00,655,2087.57,Gen X,Medium Risk (600-740)
287,42,Female,43181.00,57199.00,710,1589.56,Millennials,Medium Risk (600-740)
1857,32,Male,97248.00,197100.00,775,2432.13,Millennials,Low Risk (>740)
1291,43,Male,34869.00,53381.00,699,1837.08,Millennials,Medium Risk (600-740)
408,58,Female,31343.00,49537.00,741,1896.58,Gen X,Low Risk (>740)
173,63,Female,30399.00,19404.00,668,765.97,Boomers+,Medium Risk (600-740)
1787,52,Female,58278.00,51539.00,689,1061.24,Gen X,Medium Risk (600-740)
1800,62,Male,9445.00,14856.00,641,1887.47,Boomers+,Medium Risk (600-740)
438,32,Female,34034.00,55846.00,633,1969.07,Millennials,Medium Risk (600-740)
1988,59,Male,109440.00,180865.00,737,1983.17,Gen X,Medium Risk (600-740)
1143,20,Female,62365.00,137710.00,606,2649.76,Gen Z,Medium Risk (600-740)
1250,85,Female,38499.00,1493.00,746,46.54,Boomers+,Low Risk (>740)
1767,21,Female,47622.00,87054.00,709,2193.62,Gen Z,Medium Risk (600-740)
1072,48,Female,40017.00,75377.00,648,2260.35,Gen X,Medium Risk (600-740)
1841,28,Female,40381.00,63008.00,730,1872.41,Gen Z,Medium Risk (600-740)
1202,63,Female,4.00,0.00,691,0.00,Boomers+,Medium Risk (600-740)
235,32,Female,48676.00,110589.00,721,2726.33,Millennials,Medium Risk (600-740)
1766,62,Male,20377.00,12092.00,789,712.10,Boomers+,Low Risk (>740)
1702,53,Female,40470.00,87086.00,691,2582.24,Gen X,Medium Risk (600-740)
1142,52,Male,79272.00,107029.00,716,1620.18,Gen X,Medium Risk (600-740)
1653,42,Male,59663.00,89579.00,681,1801.70,Millennials,Medium Risk (600-740)
1982,30,Male,69412.00,64273.00,699,1111.16,Millennials,Medium Risk (600-740)
1423,23,Female,22844.00,37625.00,689,1976.45,Gen Z,Medium Risk (600-740)
48,69,Male,16542.00,36831.00,733,2671.82,Boomers+,Medium Risk (600-740)
1582,23,Female,59479.00,69645.00,688,1405.10,Gen Z,Medium Risk (600-740)
656,61,Female,52633.00,137109.00,704,3126.00,Boomers+,Medium Risk (600-740)
500,21,Female,31167.00,29342.00,749,1129.73,Gen Z,Low Risk (>740)
1862,25,Female,37864.00,57052.00,686,1808.11,Gen Z,Medium Risk (600-740)
1850,18,Female,32998.00,45196.00,736,1643.59,Gen Z,Medium Risk (600-740)
1808,31,Female,35331.00,55566.00,697,1887.27,Millennials,Medium Risk (600-740)
277,46,Male,31739.00,81905.00,799,3096.69,Gen X,Low Risk (>740)
1716,18,Female,25654.00,55761.00,746,2608.30,Gen Z,Low Risk (>740)
516,35,Male,34542.00,35474.00,697,1232.38,Millennials,Medium Risk (600-740)
620,26,Male,33437.00,56690.00,588,2034.51,Gen Z,High Risk (<600)
159,53,Male,28134.00,20231.00,707,862.91,Gen X,Medium Risk (600-740)
478,54,Male,72807.00,0.00,803,0.00,Gen X,Low Risk (>740)
772,62,Female,46075.00,139335.00,741,3628.91,Boomers+,Low Risk (>740)
1537,35,Female,36213.00,48364.00,637,1602.65,Millennials,Medium Risk (600-740)
1429,62,Female,33556.00,10619.00,799,379.75,Boomers+,Low Risk (>740)
1228,54,Male,47482.00,59590.00,726,1506.00,Gen X,Medium Risk (600-740)
991,52,Male,36927.00,54145.00,554,1759.53,Gen X,High Risk (<600)
1249,18,Female,40131.00,48468.00,721,1449.29,Gen Z,Medium Risk (600-740)
1242,52,Female,30509.00,56953.00,641,2240.11,Gen X,Medium Risk (600-740)
1759,87,Female,33279.00,1642.00,778,59.21,Boomers+,Low Risk (>740)
1058,61,Male,35196.00,51751.00,684,1764.44,Boomers+,Medium Risk (600-740)
1730,52,Female,44128.00,148684.00,739,4043.26,Gen X,Medium Risk (600-740)
1632,20,Female,45292.00,88917.00,660,2355.83,Gen Z,Medium Risk (600-740)
1224,42,Male,53464.00,20683.00,751,464.23,Millennials,Low Risk (>740)
1940,40,Female,26865.00,19529.00,826,872.32,Millennials,Low Risk (>740)
1132,18,Female,41579.00,50190.00,694,1448.52,Gen Z,Medium Risk (600-740)
895,46,Female,31632.00,76538.00,832,2903.57,Gen X,Low Risk (>740)
1556,30,Female,48277.00,110153.00,740,2738.02,Millennials,Medium Risk (600-740)
1025,19,Male,33426.00,51699.00,664,1856.00,Gen Z,Medium Risk (600-740)
1972,73,Female,13089.00,10928.00,772,1001.88,Boomers+,Low Risk (>740)
86,24,Male,23212.00,25138.00,799,1299.57,Gen Z,Low Risk (>740)
344,18,Male,49084.00,106863.00,577,2612.57,Gen Z,High Risk (<600)
1189,63,Female,31582.00,23359.00,693,887.56,Boomers+,Medium Risk (600-740)
921,74,Male,54013.00,3628.00,779,80.60,Boomers+,Low Risk (>740)
393,41,Male,32387.00,65171.00,765,2414.71,Millennials,Low Risk (>740)
1254,61,Female,34619.00,13326.00,747,461.92,Boomers+,Low Risk (>740)
212,52,Male,28137.00,88482.00,797,3773.62,Gen X,Low Risk (>740)
1262,56,Female,27981.00,62926.00,717,2698.66,Gen X,Medium Risk (600-740)
122,65,Female,39221.00,45409.00,786,1389.33,Boomers+,Low Risk (>740)
1118,25,Female,83104.00,222502.00,714,3212.87,Gen Z,Medium Risk (600-740)
974,59,Male,48867.00,92873.00,644,2280.63,Gen X,Medium Risk (600-740)
1274,49,Female,49464.00,123198.00,705,2988.79,Gen X,Medium Risk (600-740)
1453,37,Female,36122.00,51593.00,641,1713.96,Millennials,Medium Risk (600-740)
337,20,Male,46284.00,46220.00,850,1198.34,Gen Z,Low Risk (>740)
1023,49,Female,48688.00,81995.00,679,2020.91,Gen X,Medium Risk (600-740)
1903,50,Female,71427.00,115702.00,709,1943.84,Gen X,Medium Risk (600-740)
604,60,Male,70840.00,52578.00,736,890.65,Gen X,Medium Risk (600-740)
1637,32,Female,54804.00,172493.00,687,3776.94,Millennials,Medium Risk (600-740)
1470,88,Male,22371.00,994.00,700,53.32,Boomers+,Medium Risk (600-740)
1856,51,Male,37467.00,50461.00,784,1616.17,Gen X,Low Risk (>740)
907,32,Male,62492.00,18680.00,686,358.70,Millennials,Medium Risk (600-740)
1923,42,Male,35119.00,57463.00,850,1963.48,Millennials,Low Risk (>740)
674,63,Female,28147.00,25987.00,756,1107.91,Boomers+,Low Risk (>740)
1665,19,Male,64585.00,121851.00,665,2264.01,Gen Z,Medium Risk (600-740)
548,33,Male,29996.00,44313.00,809,1772.76,Millennials,Low Risk (>740)
209,61,Female,29206.00,25966.00,716,1066.88,Boomers+,Medium Risk (600-740)
730,51,Male,84944.00,57746.00,713,815.78,Gen X,Medium Risk (600-740)
670,21,Female,24006.00,57226.00,801,2860.58,Gen Z,Low Risk (>740)
627,50,Male,45674.00,83331.00,717,2189.37,Gen X,Medium Risk (600-740)
924,48,Female,40392.00,52417.00,645,1557.25,Gen X,Medium Risk (600-740)
894,41,Female,40334.00,65793.00,597,1957.45,Millennials,High Risk (<600)
1633,36,Male,42927.00,132343.00,687,3699.57,Millennials,Medium Risk (600-740)
1593,24,Male,37122.00,58984.00,753,1906.71,Gen Z,Low Risk (>740)
720,36,Female,19800.00,40038.00,682,2426.55,Millennials,Medium Risk (600-740)
264,49,Male,44303.00,53407.00,696,1446.59,Gen X,Medium Risk (600-740)
827,61,Female,30984.00,39222.00,616,1519.05,Boomers+,Medium Risk (600-740)
414,45,Female,112875.00,44432.00,709,472.37,Millennials,Medium Risk (600-740)
1439,28,Female,29371.00,32300.00,715,1319.67,Gen Z,Medium Risk (600-740)
843,35,Male,28325.00,38658.00,822,1637.76,Millennials,Low Risk (>740)
1008,52,Female,45462.00,68494.00,657,1807.95,Gen X,Medium Risk (600-740)
1834,32,Female,35565.00,54634.00,681,1843.41,Millennials,Medium Risk (600-740)
1126,18,Male,41940.00,82593.00,710,2363.18,Gen Z,Medium Risk (600-740)
881,61,Female,58433.00,48231.00,696,990.49,Boomers+,Medium Risk (600-740)
679,57,Male,34272.00,39514.00,765,1383.54,Gen X,Low Risk (>740)
1333,18,Male,71312.00,200793.00,741,3378.84,Gen Z,Low Risk (>740)
398,49,Female,37401.00,76201.00,737,2444.89,Gen X,Medium Risk (600-740)
151,18,Female,56921.00,115330.00,823,2431.37,Gen Z,Low Risk (>740)
106,52,Male,29957.00,60321.00,624,2416.30,Gen X,Medium Risk (600-740)
1784,51,Male,44206.00,62813.00,690,1705.10,Gen X,Medium Risk (600-740)
1924,47,Male,38190.00,81968.00,652,2575.59,Gen X,Medium Risk (600-740)
671,37,Female,34032.00,68762.00,769,2424.61,Millennials,Low Risk (>740)
1472,43,Male,36189.00,16988.00,694,563.31,Millennials,Medium Risk (600-740)
855,51,Male,22557.00,63019.00,699,3352.52,Gen X,Medium Risk (600-740)
981,44,Male,56163.00,104767.00,671,2238.49,Millennials,Medium Risk (600-740)
1030,44,Male,44963.00,90682.00,705,2420.18,Millennials,Medium Risk (600-740)
384,20,Male,39144.00,55347.00,702,1696.72,Gen Z,Medium Risk (600-740)
80,82,Female,21815.00,1597.00,498,87.85,Boomers+,High Risk (<600)
1331,49,Female,49026.00,83385.00,718,2041.00,Gen X,Medium Risk (600-740)
205,38,Male,39882.00,77817.00,809,2341.42,Millennials,Low Risk (>740)
1048,59,Female,53878.00,78143.00,779,1740.44,Gen X,Low Risk (>740)
1801,18,Female,31644.00,70064.00,480,2656.96,Gen Z,High Risk (<600)
1490,30,Female,41839.00,46226.00,761,1325.83,Millennials,Low Risk (>740)
818,54,Female,31240.00,26005.00,770,998.91,Gen X,Low Risk (>740)
1463,80,Female,9766.00,66.00,732,8.11,Boomers+,Medium Risk (600-740)
1835,25,Female,33682.00,42690.00,793,1520.93,Gen Z,Low Risk (>740)
952,29,Male,126775.00,28869.00,685,273.26,Gen Z,Medium Risk (600-740)
616,45,Female,34817.00,63313.00,586,2182.14,Millennials,High Risk (<600)
638,65,Female,16889.00,38489.00,679,2734.73,Boomers+,Medium Risk (600-740)
1366,25,Female,40000.00,127951.00,767,3838.53,Gen Z,Low Risk (>740)
443,31,Male,41986.00,134162.00,697,3834.48,Millennials,Medium Risk (600-740)
336,23,Male,44128.00,0.00,760,0.00,Gen Z,Low Risk (>740)
611,23,Male,58721.00,135065.00,758,2760.14,Gen Z,Low Risk (>740)
973,55,Male,25051.00,19465.00,734,932.42,Gen X,Medium Risk (600-740)
632,20,Female,29040.00,36331.00,703,1501.28,Gen Z,Medium Risk (600-740)
1918,45,Male,42379.00,64124.00,550,1815.73,Millennials,High Risk (<600)
1827,59,Male,46341.00,78610.00,686,2035.61,Gen X,Medium Risk (600-740)
70,20,Male,63292.00,145756.00,635,2763.50,Gen Z,Medium Risk (600-740)
672,37,Male,23967.00,3880.00,722,194.27,Millennials,Medium Risk (600-740)
1461,41,Female,48038.00,83238.00,704,2079.30,Millennials,Medium Risk (600-740)
510,27,Male,45973.00,0.00,777,0.00,Gen Z,Low Risk (>740)
256,75,Male,22850.00,17453.00,714,916.57,Boomers+,Medium Risk (600-740)
1410,22,Female,42856.00,67954.00,571,1902.76,Gen Z,High Risk (<600)
574,22,Male,35635.00,16372.00,713,551.32,Gen Z,Medium Risk (600-740)
1837,66,Female,24947.00,1767.00,766,85.00,Boomers+,Low Risk (>740)
1974,74,Female,31792.00,28723.00,647,1084.16,Boomers+,Medium Risk (600-740)
30,23,Female,38983.00,96098.00,577,2958.15,Gen Z,High Risk (<600)
1270,31,Female,73117.00,73557.00,685,1207.22,Millennials,Medium Risk (600-740)
1815,59,Female,61991.00,2151.00,758,41.64,Gen X,Low Risk (>740)
805,19,Female,32192.00,24074.00,686,897.39,Gen Z,Medium Risk (600-740)
464,36,Male,67444.00,93513.00,850,1663.83,Millennials,Low Risk (>740)
1042,22,Female,45846.00,103277.00,766,2703.23,Gen Z,Low Risk (>740)
1579,81,Female,28594.00,1821.00,728,76.42,Boomers+,Medium Risk (600-740)
830,29,Female,67166.00,123932.00,688,2214.19,Gen Z,Medium Risk (600-740)
465,47,Male,41965.00,55700.00,724,1592.76,Gen X,Medium Risk (600-740)
1954,47,Female,48406.00,80441.00,683,1994.16,Gen X,Medium Risk (600-740)
959,35,Female,102369.00,189558.00,738,2222.06,Millennials,Medium Risk (600-740)
1049,66,Female,36481.00,81550.00,850,2682.49,Boomers+,Low Risk (>740)
1925,25,Male,60910.00,110864.00,679,2184.15,Gen Z,Medium Risk (600-740)
1088,49,Female,34982.00,134631.00,765,4618.30,Gen X,Low Risk (>740)
14,79,Female,32232.00,21134.00,652,786.82,Boomers+,Medium Risk (600-740)
162,37,Male,66111.00,98102.00,771,1780.68,Millennials,Low Risk (>740)
1692,81,Female,162709.00,5642.00,542,41.61,Boomers+,High Risk (<600)
380,46,Male,37857.00,57727.00,800,1829.84,Gen X,Low Risk (>740)
141,70,Male,23082.00,23406.00,638,1216.84,Boomers+,Medium Risk (600-740)
1348,83,Male,2.00,0.00,667,0.00,Boomers+,Medium Risk (600-740)
1256,37,Male,56248.00,149587.00,728,3191.30,Millennials,Medium Risk (600-740)
1690,18,Female,32281.00,80882.00,630,3006.67,Gen Z,Medium Risk (600-740)
169,85,Male,30451.00,93.00,686,3.66,Boomers+,Medium Risk (600-740)
1955,85,Female,28134.00,2081.00,674,88.76,Boomers+,Medium Risk (600-740)
1807,47,Female,52065.00,98613.00,828,2272.84,Gen X,Low Risk (>740)
102,32,Female,33212.00,59638.00,649,2154.81,Millennials,Medium Risk (600-740)
257,52,Male,31070.00,86747.00,708,3350.38,Gen X,Medium Risk (600-740)
911,18,Male,29562.00,31509.00,757,1279.03,Gen Z,Low Risk (>740)
987,52,Male,61532.00,26832.00,683,523.28,Gen X,Medium Risk (600-740)
101,18,Female,30778.00,73680.00,681,2872.70,Gen Z,Medium Risk (600-740)
1141,66,Male,27266.00,19798.00,777,871.33,Boomers+,Low Risk (>740)
1682,57,Male,48750.00,117616.00,716,2895.16,Gen X,Medium Risk (600-740)
481,18,Male,82972.00,173295.00,653,2506.32,Gen Z,Medium Risk (600-740)
978,21,Female,56280.00,81803.00,760,1744.20,Gen Z,Low Risk (>740)
1550,18,Male,50086.00,51164.00,776,1225.83,Gen Z,Low Risk (>740)
1162,22,Female,38892.00,50150.00,705,1547.36,Gen Z,Medium Risk (600-740)
172,47,Female,45164.00,0.00,730,0.00,Gen X,Medium Risk (600-740)
892,38,Female,51391.00,94145.00,656,2198.32,Millennials,Medium Risk (600-740)
315,54,Male,42379.00,136748.00,692,3872.14,Gen X,Medium Risk (600-740)
